1000	0	1	0	0	0	2	1	0	0	0
1050	0	0	0	0	0	0	0	0	0	1
1100	0	0	1	0	0	0	0	0	1	1
1150	1	0	1	0	1	1	1	0	1	1
1200	1	0	1	0	1	0	1	0	3	0
1250	2	2	0	0	1	2	1	4	1	0
1300	1	0	1	2	3	0	1	2	4	1
1350	0	1	1	1	0	0	2	3	0	1
1400	0	2	0	1	0	1	0	2	0	0
1450	0	0	0	1	0	0	0	0	0	0
1500	0	2	1	1	1	3	0	1	0	2
1550	4	4	4	1	5	3	3	2	1	3
